loss_event_id,campaign_id,event_start_datetime,event_end_datetime,duration_hours,island,area,system_id,system_name,functional_location,asset_id,impact_scope,event_type,cause_category,failure_mode,event_description,root_cause_status,baseline_rate_adt_day,actual_rate_adt_day,production_loss_adt,operations_comment,history_coverage_eligible,maintenance_context,prior_confirmed_notification_count_180d,latest_prior_notification_id,latest_prior_notification_date,latest_prior_responsible_discipline,latest_prior_work_order_id,latest_prior_closure_code,latest_prior_action_type,latest_prior_risk_class,latest_prior_risk_sort_order,days_from_latest_notification_to_loss,latest_completed_corrective_notification_id,latest_completed_corrective_date,days_from_corrective_completion_to_loss
LE000159,C2,2024-11-10T08:15:00,2024-11-10T11:00:00,2.75,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-STM,Steam / Pressure Control,PLT-RU-RB-STM,TT-RB-STM-01,System,Production Rate Reduction,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; mill throughput reduced during stabilization.,Confirmed,4193.24,3386.76,92.41,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000596,2024-06-10,Instrumentation,WO0000357,WORK_COMPLETED,Calibration,R7,7,153,N0000596,2024-08-11,91
LE000160,C2,2024-11-11T19:30:00,2024-11-12T00:00:00,4.50,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-STM,Steam / Pressure Control,PLT-RU-RB-STM,TT-RB-STM-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Confirmed,4356.52,3216.00,213.85,Throughput was limited until operating conditions stabilized.,TRUE,OTHER_AMBIGUOUS,0,,,,,,,,,,N0000548,2024-05-19,176
LE000161,C3,2024-12-02T03:30:00,2024-12-02T06:00:00,2.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,PLT-RU-LIM-LMF,,System,Production Rate Reduction,Process Upset,PROCESS_RESTRICTION,Process restriction limited transfer capacity; mill throughput reduced during stabilization.,Probable,4188.25,3153.49,107.79,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000162,C3,2024-12-05T23:15:00,2024-12-06T01:30:00,2.25,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-BRN,Burner System,PLT-RU-LIM-BRN,FT-LIM-BRN-01,Area,Area Shutdown,Instrumentation / Control,CALIBRATION_DEVIATION,Measured output outside calibration tolerance; area operation stopped and mill output reduced.,Probable,4142.13,1988.39,201.91,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000756,2024-11-13,Instrumentation,WO0000456,WORK_COMPLETED,Calibration,R7,7,22,,,
LE000163,C3,2024-12-07T18:30:00,2024-12-08T04:30:00,10.00,Fiber Line,Drying,SYS-FL-DRY-DRS,Dryer Section,PLT-FL-DRY-DRS,,System,Production Rate Reduction,Process Upset,PROCESS_INSTABILITY,Process oscillations required reduced mill throughput; mill throughput reduced during stabilization.,Probable,4175.78,3712.92,192.86,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000164,C3,2024-12-10T14:30:00,2024-12-10T17:15:00,2.75,Fiber Line,Washing & Screening,SYS-FL-WSH-SCR,Screening,PLT-FL-WSH-SCR,SCR-WSH-SCR-01,System,Production Rate Reduction,Equipment Failure,OIL_DEGRADATION,Oil condition test indicates degraded lubricant; mill throughput reduced during stabilization.,Probable,4214.98,3640.99,65.77,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000629,2024-07-12,Lubrication,WO0000377,MONITOR_CONDITION,Inspection only,R4,4,151,,,
LE000165,C3,2024-12-13T16:15:00,2024-12-13T21:45:00,5.50,Recovery & Utilities,Evaporation,SYS-RU-EVA-CON,Condensate System,PLT-RU-EVA-CON,LT-EVA-CON-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Probable,4019.65,2838.04,270.79,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000166,C3,2024-12-14T07:15:00,2024-12-14T18:00:00,10.75,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,PLT-RU-UTL-AIR,CMP-UTL-AIR-01,System,Production Rate Reduction,Equipment Failure,MECHANICAL_BINDING,Mechanism travel is uneven with elevated resistance; mill throughput reduced during stabilization.,Under Investigation,4200.88,3755.73,199.39,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000725,2024-10-18,Mechanical,WO0000434,WORK_COMPLETED,Adjustment,R2,2,57,N0000725,2024-11-13,31
LE000167,C3,2024-12-19T19:15:00,2024-12-19T21:45:00,2.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-BRN,Burner System,PLT-RU-LIM-BRN,FV-LIM-BRN-01,System,Production Rate Reduction,Equipment Failure,EXTERNAL_LEAKAGE,Visible leakage at valve packing; mill throughput reduced during stabilization.,Probable,4211.27,3230.89,102.12,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000168,C3,2025-01-03T23:00:00,2025-01-04T00:45:00,1.75,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-IDF,Induced Draft,PLT-RU-LIM-IDF,DV-LIM-IDF-01,System,Production Rate Reduction,Equipment Failure,MECHANICAL_BINDING,Mechanism travel is uneven with elevated resistance; mill throughput reduced during stabilization.,Confirmed,4274.79,3650.69,45.51,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000169,C3,2025-01-07T17:30:00,2025-01-07T18:15:00,0.75,Recovery & Utilities,Utilities,SYS-RU-UTL-ELD,Electrical Distribution,PLT-RU-UTL-ELD,TR-UTL-ELD-01,System,Production Rate Reduction,Equipment Failure,TERMINAL_HEATING,Localized heating at electrical connection; mill throughput reduced during stabilization.,Probable,4095.75,3511.52,18.26,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000299,2023-10-19,446
LE000170,C3,2025-01-08T14:00:00,2025-01-08T23:45:00,9.75,Recovery & Utilities,Utilities,SYS-RU-UTL-PWT,Process Water,PLT-RU-UTL-PWT,M-UTL-PWT-01,System,Production Rate Reduction,Equipment Failure,TERMINAL_HEATING,Localized heating at electrical connection; mill throughput reduced during stabilization.,Confirmed,4307.58,3599.74,287.56,Throughput was limited until operating conditions stabilized.,TRUE,OTHER_AMBIGUOUS,0,,,,,,,,,,N0000623,2024-09-01,129
LE000171,C3,2025-01-10T00:45:00,2025-01-10T01:45:00,1.00,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-BRN,Burner System,PLT-RU-LIM-BRN,,System,Production Rate Reduction,Process Upset,PROCESS_INSTABILITY,Process oscillations required reduced mill throughput; mill throughput reduced during stabilization.,Probable,4130.40,3591.77,22.44,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000172,C3,2025-01-14T00:15:00,2025-01-14T06:15:00,6.00,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,,System,Production Rate Reduction,Process Upset,PROCESS_RESTRICTION,Process restriction limited transfer capacity; mill throughput reduced during stabilization.,Probable,4258.00,3717.62,135.10,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000173,C3,2025-01-15T16:15:00,2025-01-15T17:00:00,0.75,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-IDF,Induced Draft,PLT-RU-LIM-IDF,DV-LIM-IDF-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Confirmed,4271.61,2919.10,42.27,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000174,C3,2025-01-17T18:15:00,2025-01-17T20:15:00,2.00,Fiber Line,Washing & Screening,SYS-FL-WSH-KNR,Knot Removal,PLT-FL-WSH-KNR,M-WSH-KNR-01,System,Production Rate Reduction,Equipment Failure,INSULATION_DEGRADATION,Insulation test trending below reference; mill throughput reduced during stabilization.,Probable,4343.60,3693.50,54.18,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000699,2024-09-26,Electrical,WO0000418,CANCELLED,,R4,4,113,,,
LE000175,C3,2025-01-26T21:15:00,2025-01-27T02:30:00,5.25,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,PLT-FL-DIG-CIR,M-DIG-CIR-01,System,Production Rate Reduction,Equipment Failure,INSULATION_DEGRADATION,Insulation test trending below reference; mill throughput reduced during stabilization.,Confirmed,4188.13,3044.33,250.21,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000827,2025-01-21,Condition Monitoring,WO0000499,WORK_COMPLETED,Component replacement,R1,1,5,N0000388,2024-01-20,372
LE000176,C3,2025-02-01T10:45:00,2025-02-01T21:15:00,10.50,Recovery & Utilities,Evaporation,SYS-RU-EVA-BLF,Black Liquor Feed,PLT-RU-EVA-BLF,P-EVA-BLF-01,System,Production Rate Reduction,Equipment Failure,LOW_FLOW,Delivered flow below expected operating range; mill throughput reduced during stabilization.,Probable,4388.78,4039.29,152.90,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000829,2025-01-21,Mechanical,WO0000500,WORK_COMPLETED,Cleaning,R7,7,11,,,
LE000177,C3,2025-02-03T12:30:00,2025-02-03T13:15:00,0.75,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,PLT-RU-EVA-CIR,,Area,Area Shutdown,Process Upset,FOULING,Deposits reduced effective process capacity; area operation stopped and mill output reduced.,Confirmed,4203.37,1129.49,96.06,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000178,C3,2025-02-05T10:45:00,2025-02-05T12:30:00,1.75,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,PLT-FL-BLE-STW,M-BLE-STW-01,System,Production Rate Reduction,Equipment Failure,TERMINAL_HEATING,Localized heating at electrical connection; mill throughput reduced during stabilization.,Confirmed,4323.43,3619.07,51.36,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000179,C3,2025-02-09T09:30:00,2025-02-09T14:15:00,4.75,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,PLT-RU-EVA-CIR,M-EVA-CIR-01,System,Production Rate Reduction,Equipment Failure,TERMINAL_HEATING,Localized heating at electrical connection; mill throughput reduced during stabilization.,Probable,4053.34,3301.49,148.80,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000321,2023-12-04,433
LE000180,C3,2025-02-12T09:45:00,2025-02-12T23:30:00,13.75,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,PLT-RU-RB-BLF,P-RB-BLF-01,System,Production Rate Reduction,Equipment Failure,PUMP_BEARING_VIBRATION,Elevated vibration at pump bearing housing; mill throughput reduced during stabilization.,Probable,4215.49,3165.06,601.81,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000181,C3,2025-02-25T13:15:00,2025-02-26T09:15:00,20.00,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,FV-CAU-WLC-01,System,Production Rate Reduction,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; mill throughput reduced during stabilization.,Confirmed,4252.80,3199.31,877.91,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000797,2024-12-31,Valves,,NO_ACTION_REQUIRED,Inspection only,R5,5,56,,,
LE000182,C3,2025-02-26T22:30:00,2025-02-27T09:30:00,11.00,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,PLT-FL-BLE-DOS,P-BLE-DOS-01,Area,Area Shutdown,Equipment Failure,SEAL_LEAKAGE,Leakage at shaft seal; area operation stopped and mill output reduced.,Confirmed,4321.95,2327.07,914.32,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000183,C3,2025-03-01T00:15:00,2025-03-01T02:15:00,2.00,Fiber Line,Drying,SYS-FL-DRY-PMF,Pulp Machine Feed,PLT-FL-DRY-PMF,P-DRY-PMF-01,Area,Area Shutdown,Equipment Failure,BEARING_TEMPERATURE,Bearing temperature trending above baseline; area operation stopped and mill output reduced.,Under Investigation,4126.63,1180.59,245.50,Available buffers were used while the affected area recovered.,TRUE,OTHER_AMBIGUOUS,0,,,,,,,,,,N0000652,2024-09-03,179
LE000184,C3,2025-03-04T00:30:00,2025-03-04T15:30:00,15.00,Fiber Line,Drying,SYS-FL-DRY-HYD,Hydraulic System,PLT-FL-DRY-HYD,HPU-DRY-HYD-01,System,Production Rate Reduction,Equipment Failure,HYD_PRESS_INSTABILITY,Hydraulic header pressure oscillates under steady demand; mill throughput reduced during stabilization.,Confirmed,4267.18,3105.65,725.96,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000798,2024-12-31,Hydraulics,WO0000484,MONITOR_CONDITION,Inspection only,R5,5,63,,,
LE000185,C3,2025-03-11T20:00:00,2025-03-11T23:30:00,3.50,Fiber Line,Drying,SYS-FL-DRY-LUB,Lubrication System,PLT-FL-DRY-LUB,M-DRY-LUB-01,System,Production Rate Reduction,Equipment Failure,MOTOR_OVERHEATING,Motor temperature rising at normal load; mill throughput reduced during stabilization.,Probable,4236.44,3716.25,75.86,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000186,C3,2025-03-20T18:15:00,2025-03-21T12:15:00,18.00,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,PLT-FL-DIG-CIR,P-DIG-CIR-01,Area,Area Shutdown,Equipment Failure,PUMP_BEARING_VIBRATION,Elevated vibration at pump bearing housing; area operation stopped and mill output reduced.,Confirmed,4154.44,899.16,2441.46,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000799,2024-12-31,Mechanical,WO0000485,MONITOR_CONDITION,Inspection only,R5,5,79,,,
LE000187,C3,2025-03-24T05:15:00,2025-03-24T06:30:00,1.25,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,PLT-RU-EVA-CIR,M-EVA-CIR-01,System,Production Rate Reduction,Equipment Failure,INSULATION_DEGRADATION,Insulation test trending below reference; mill throughput reduced during stabilization.,Probable,4235.83,3158.83,56.09,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000575,2024-06-06,291
LE000188,C3,2025-03-25T16:30:00,2025-03-25T18:00:00,1.50,Fiber Line,Drying,SYS-FL-DRY-HYD,Hydraulic System,PLT-FL-DRY-HYD,PT-DRY-HYD-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Under Investigation,4214.53,3894.09,20.03,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000189,C3,2025-03-30T04:15:00,2025-03-30T09:45:00,5.50,Fiber Line,Digester,SYS-FL-DIG-CHP,Chip Feeding,PLT-FL-DIG-CHP,ZS-DIG-CHP-01,Area,Area Shutdown,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; area operation stopped and mill output reduced.,Probable,4119.45,1809.38,529.39,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000335,2023-12-17,469
LE000190,C3,2025-03-31T09:15:00,2025-03-31T10:45:00,1.50,Recovery & Utilities,Utilities,SYS-RU-UTL-CWT,Cooling Water,PLT-RU-UTL-CWT,,System,Production Rate Reduction,Process Upset,PROCESS_INSTABILITY,Process oscillations required reduced mill throughput; mill throughput reduced during stabilization.,Confirmed,4111.63,3052.11,66.22,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000191,C3,2025-04-19T09:45:00,2025-04-19T14:15:00,4.50,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SMT,Smelt Handling,PLT-RU-RB-SMT,,Area,Area Shutdown,Process Upset,PROCESS_RESTRICTION,Process restriction limited transfer capacity; area operation stopped and mill output reduced.,Probable,4313.05,1739.81,482.48,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000192,C3,2025-04-26T04:30:00,2025-04-26T05:00:00,0.50,Recovery & Utilities,Evaporation,SYS-RU-EVA-BLF,Black Liquor Feed,PLT-RU-EVA-BLF,FV-EVA-BLF-01,System,Production Rate Reduction,Equipment Failure,ACTUATOR_LEAKAGE,Actuator supply pressure decays while held; mill throughput reduced during stabilization.,Probable,4017.32,3201.92,16.99,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,2,N0000944,2025-04-08,Valves,WO0000572,MONITOR_CONDITION,Inspection only,R3,3,18,,,
LE000193,C3,2025-04-26T11:00:00,2025-04-26T13:00:00,2.00,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-IDF,Induced Draft,PLT-RU-LIM-IDF,DV-LIM-IDF-01,System,Production Rate Reduction,Equipment Failure,PROCESS_RESTRICTION,Process differential pressure above normal operating range; mill throughput reduced during stabilization.,Confirmed,4239.29,2944.14,107.93,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000194,C3,2025-04-27T12:00:00,2025-04-27T15:00:00,3.00,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,PLT-FL-BLE-CHM,M-BLE-CHM-01,System,Production Rate Reduction,Equipment Failure,TERMINAL_HEATING,Localized heating at electrical connection; mill throughput reduced during stabilization.,Probable,4200.33,3110.72,136.20,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000784,2024-12-20,Electrical,WO0000478,WORK_COMPLETED,Tightening,R7,7,128,N0000784,2025-01-17,100
LE000195,C3,2025-04-27T20:15:00,2025-04-27T23:15:00,3.00,Recovery & Utilities,Causticizing,SYS-RU-CAU-REA,Causticizing Reactors,PLT-RU-CAU-REA,FV-CAU-REA-01,System,Production Rate Reduction,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; mill throughput reduced during stabilization.,Under Investigation,4270.85,3064.38,150.81,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000217,2023-08-21,615
LE000196,C3,2025-04-29T08:00:00,2025-04-29T08:30:00,0.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-DRV,Kiln Drive,PLT-RU-LIM-DRV,M-LIM-DRV-01,Area,Area Shutdown,Equipment Failure,LOW_LUBE_LEVEL,Lubricant level below normal mark; area operation stopped and mill output reduced.,Confirmed,4120.40,1093.26,63.07,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000478,2024-04-25,369
LE000197,C3,2025-04-29T14:30:00,2025-04-29T17:00:00,2.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,PLT-RU-LIM-LMF,,System,Production Rate Reduction,Process Upset,PROCESS_INSTABILITY,Process oscillations required reduced mill throughput; mill throughput reduced during stabilization.,Probable,4450.00,3967.45,50.27,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000198,C3,2025-05-03T03:00:00,2025-05-03T07:00:00,4.00,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,PLT-RU-LIM-LMF,FT-LIM-LMF-01,System,Production Rate Reduction,Instrumentation / Control,CALIBRATION_DEVIATION,Measured output outside calibration tolerance; mill throughput reduced during stabilization.,Probable,4111.72,3322.71,131.50,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000874,2025-02-21,Instrumentation,WO0000529,WORK_COMPLETED,Calibration,R7,7,71,N0000477,2024-05-01,367
LE000199,C3,2025-05-12T16:00:00,2025-05-12T21:45:00,5.75,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,PLT-RU-CAU-LMH,LT-CAU-LMH-01,Area,Area Shutdown,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; area operation stopped and mill output reduced.,Confirmed,4109.80,1909.07,527.26,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000391,2024-03-09,429
LE000200,C3,2025-05-21T18:45:00,2025-05-21T23:45:00,5.00,Fiber Line,Digester,SYS-FL-DIG-DIS,Digester Discharge,PLT-FL-DIG-DIS,,Area,Area Shutdown,Process Upset,QUALITY_RESTRICTION,Off-target pulp quality required reduced throughput; area operation stopped and mill output reduced.,Under Investigation,4144.29,1339.44,584.34,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000201,C3,2025-05-24T15:45:00,2025-05-24T18:30:00,2.75,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,,System,Production Rate Reduction,Process Upset,CHEMICAL_BALANCE_DEVIATION,Chemical balance deviation constrained stable operation; mill throughput reduced during stabilization.,Probable,4119.77,3603.07,59.21,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000202,C3,2025-05-26T07:00:00,2025-05-26T12:45:00,5.75,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SBL,Sootblowing,PLT-RU-RB-SBL,SBL-RB-SBL-01,System,Production Rate Reduction,Equipment Failure,MECHANICAL_BINDING,Mechanism travel is uneven with elevated resistance; mill throughput reduced during stabilization.,Under Investigation,4346.82,3165.79,282.96,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000959,2025-04-15,Instrumentation,,MONITOR_CONDITION,Inspection only,R7,7,41,,,
LE000203,C3,2025-06-03T15:15:00,2025-06-03T18:45:00,3.50,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SMT,Smelt Handling,PLT-RU-RB-SMT,,System,Production Rate Reduction,Process Upset,FOULING,Deposits reduced effective process capacity; mill throughput reduced during stabilization.,Probable,4229.70,3144.64,158.24,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000204,C3,2025-06-06T11:30:00,2025-06-06T13:00:00,1.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-DRV,Kiln Drive,PLT-RU-LIM-DRV,M-LIM-DRV-01,System,Production Rate Reduction,Equipment Failure,OIL_DEGRADATION,Oil condition test indicates degraded lubricant; mill throughput reduced during stabilization.,Confirmed,4066.34,2831.15,77.20,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000432,2024-03-17,446
LE000205,C3,2025-06-08T10:00:00,2025-06-08T12:15:00,2.25,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,PLT-RU-LIM-LMF,,System,Production Rate Reduction,Process Upset,PROCESS_INSTABILITY,Process oscillations required reduced mill throughput; mill throughput reduced during stabilization.,Probable,4110.67,3614.14,46.55,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000206,C3,2025-06-09T12:30:00,2025-06-09T23:30:00,11.00,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,PLT-FL-DIG-CIR,P-DIG-CIR-01,Mill,Mill Shutdown,Equipment Failure,PUMP_BEARING_VIBRATION,Elevated vibration at pump bearing housing; mill production stopped for recovery.,Confirmed,4272.54,48.21,1936.15,Shift coordinated isolation and a staged mill restart.,TRUE,KNOWN_UNTREATED_DEFECT,2,N0000934,2025-03-31,Mechanical,WO0000564,MONITOR_CONDITION,Inspection only,R2,2,70,,,
LE000207,C3,2025-06-13T01:00:00,2025-06-13T20:45:00,19.75,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,PLT-RU-RB-BLF,P-RB-BLF-01,Mill,Mill Shutdown,Equipment Failure,PUMP_BEARING_VIBRATION,Elevated vibration at pump bearing housing; mill production stopped for recovery.,Confirmed,4097.17,38.43,3340.00,Shift coordinated isolation and a staged mill restart.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000208,C3,2025-06-18T00:30:00,2025-06-18T04:15:00,3.75,Fiber Line,Drying,SYS-FL-DRY-FOR,Forming Section,PLT-FL-DRY-FOR,,Area,Area Shutdown,Process Upset,FOULING,Deposits reduced effective process capacity; area operation stopped and mill output reduced.,Probable,4089.99,1130.77,462.38,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000209,C3,2025-06-19T14:00:00,2025-06-19T15:30:00,1.50,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-STM,Steam / Pressure Control,PLT-RU-RB-STM,PSHH-RB-STM-01,System,Production Rate Reduction,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; mill throughput reduced during stabilization.,Confirmed,4304.00,3276.72,64.21,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000372,2024-01-17,519
LE000210,C3,2025-06-20T12:30:00,2025-06-20T13:00:00,0.50,Fiber Line,Drying,SYS-FL-DRY-LUB,Lubrication System,PLT-FL-DRY-LUB,P-DRY-LUB-01,System,Production Rate Reduction,Equipment Failure,OIL_DEGRADATION,Oil condition test indicates degraded lubricant; mill throughput reduced during stabilization.,Confirmed,4105.53,3416.01,14.37,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000647,2024-09-12,281
LE000211,C3,2025-06-26T14:15:00,2025-06-27T00:00:00,9.75,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,PLT-FL-BLE-DOS,M-BLE-DOS-01,Area,Area Shutdown,Equipment Failure,MOTOR_BEARING_VIBRATION,Motor bearing vibration above baseline; area operation stopped and mill output reduced.,Confirmed,4206.09,1578.31,1067.54,Available buffers were used while the affected area recovered.,TRUE,OTHER_AMBIGUOUS,1,N0000801,2025-01-03,Electrical,WO0000486,WORK_COMPLETED,Bearing replacement,R8,8,174,N0000801,2025-02-12,134
LE000212,C3,2025-07-07T01:45:00,2025-07-07T04:15:00,2.50,Recovery & Utilities,Causticizing,SYS-RU-CAU-SLK,Slaking,PLT-RU-CAU-SLK,SLK-CAU-SLK-01,System,Production Rate Reduction,Equipment Failure,PROCESS_RESTRICTION,Process differential pressure above normal operating range; mill throughput reduced during stabilization.,Under Investigation,4032.47,2755.95,132.97,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
