notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id,island,area,system_id,system_name,asset_type,asset_criticality,converted_to_order,closed_without_order,confirmed_closed_without_order,unconfirmed_closed_without_order,recurrent_notification,days_since_previous_same_defect,notification_age_days,days_to_order,execution_lead_days,active_backlog,risk_class,risk_sort_order,defect_status,maintenance_response_state
N0000934,WO0000564,PLT-FL-DIG-CIR,P-DIG-CIR-01,2025-03-31,2,Planned Inspection,Digester - Inspection,Planned Inspection,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,DIG-MECHANICAL,Closed,2025-04-04,PM02,Completed,2025-05-10,2025-05-12,2025-05-10,2025-05-12,2,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.61,282.76,,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,Pump,A,TRUE,FALSE,FALSE,FALSE,TRUE,90,229,4,42,FALSE,R2,2,Defect almost failure,MONITOR_CONDITION
N0000935,WO0000565,PLT-RU-RB-SMT,P-RB-SMT-01,2025-03-31,3,Operator Route,Recovery Boiler - Operations,Sensory Route,Delivered flow below expected operating range.,LOW_FLOW,LOW_FLOW,Mechanical,,RB-MECHANICAL,Closed,2025-04-04,PM02,Completed,2025-04-23,2025-04-25,2025-04-23,2025-04-25,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,11.12,3280.62,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SMT,Smelt Handling,Pump,B,TRUE,FALSE,FALSE,FALSE,FALSE,,229,4,25,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000936,,PLT-FL-DIG-IMP,FV-DIG-IMP-01,2025-04-01,3,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,DIG-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.01,197.70,,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,Control Valve,A,FALSE,TRUE,FALSE,TRUE,FALSE,376,228,,,FALSE,R5,5,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000937,WO0000566,PLT-RU-CAU-GLH,M-CAU-GLH-01,2025-04-01,3,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,CAU-ELECTRICAL,Closed,2025-04-06,PM02,Completed,2025-05-15,2025-05-17,2025-05-15,2025-05-17,1,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,3.41,835.37,,Recovery & Utilities,Causticizing,SYS-RU-CAU-GLH,Green Liquor Handling,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,228,5,46,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000938,WO0000567,PLT-RU-RB-BLF,P-RB-BLF-01,2025-04-01,1,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Leakage at shaft seal.,SEAL_LEAKAGE,SEAL_LEAKAGE,Mechanical,,RB-MECHANICAL,Closed,2025-04-01,CM01,Completed,2025-04-13,2025-04-14,2025-04-13,2025-04-14,1,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,12.00,8936.77,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,,228,0,13,FALSE,R1,1,Fault,COMPLETED_CORRECTIVE_ACTION
N0000939,WO0000568,PLT-FL-DRY-FOR,PT-DRY-FOR-01,2025-04-03,3,Process Alarm,Drying - Control Room,Process / Control Monitoring,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,DRY-AUTOMATION,Closed,2025-04-08,PM02,Completed,2025-05-05,2025-05-07,2025-05-05,2025-05-07,0,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,7.14,2106.34,,Fiber Line,Drying,SYS-FL-DRY-FOR,Forming Section,Pressure Transmitter,C,TRUE,FALSE,FALSE,FALSE,FALSE,,226,5,34,FALSE,R9,9,Defect,COMPLETED_CORRECTIVE_ACTION
N0000940,WO0000569,PLT-RU-RB-SBL,ZS-RB-SBL-01,2025-04-05,3,Operator Route,Recovery Boiler - Operations,Sensory Route,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,RB-AUTOMATION,Closed,2025-04-09,PM02,Completed,2025-05-10,2025-05-11,2025-05-10,2025-05-11,0,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,8.75,2580.34,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SBL,Sootblowing,Position Switch,C,TRUE,FALSE,FALSE,FALSE,FALSE,,224,4,36,FALSE,R9,9,Defect,COMPLETED_CORRECTIVE_ACTION
N0000941,WO0000570,PLT-FL-DIG-IMP,P-DIG-IMP-01,2025-04-06,2,Operator Route,Digester - Operations,Sensory Route,Oil sample shows elevated contamination.,OIL_CONTAMINATION,OIL_CONTAMINATION,Lubrication,,DIG-LUBRICATION,Closed,2025-04-07,PM02,Completed,2025-04-14,2025-04-15,2025-04-14,2025-04-15,0,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,8.13,4160.77,,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,,223,1,9,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000942,WO0000571,PLT-FL-BLE-STW,P-BLE-STW-01,2025-04-07,3,Condition Monitoring,Bleaching - Condition Monitoring,Predictive Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,BLE-MECHANICAL,Closed,2025-04-09,PM02,Completed,2025-06-07,2025-06-07,2025-06-07,2025-06-07,3,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,17.08,12082.14,,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,Pump,B,TRUE,FALSE,FALSE,FALSE,TRUE,82,222,2,61,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000943,,PLT-FL-BLE-DOS,FT-BLE-DOS-01,2025-04-08,3,Process Alarm,Bleaching - Control Room,Process / Control Monitoring,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,BLE-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.15,238.84,,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,Flow Transmitter,B,FALSE,TRUE,TRUE,FALSE,TRUE,111,221,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000944,WO0000572,PLT-RU-EVA-BLF,FV-EVA-BLF-01,2025-04-08,1,Maintenance Sensory Route,Evaporation - Maintenance Route A,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,EVA-VALVES,Closed,2025-04-08,CM01,Completed,2025-04-27,2025-04-27,2025-04-27,2025-04-27,1,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.81,151.37,,Recovery & Utilities,Evaporation,SYS-RU-EVA-BLF,Black Liquor Feed,Control Valve,B,TRUE,FALSE,FALSE,FALSE,TRUE,52,221,0,19,FALSE,R3,3,Fault,MONITOR_CONDITION
N0000945,WO0000573,PLT-RU-CAU-WLC,M-CAU-WLC-01,2025-04-08,3,Planned Inspection,Causticizing - Inspection,Planned Inspection,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,CAU-ELECTRICAL,Closed,2025-04-10,PM02,Completed,2025-05-12,2025-05-12,2025-05-12,2025-05-12,2,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,4.79,1172.88,,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,807,221,2,34,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000946,WO0000574,PLT-FL-DIG-DIS,M-DIG-DIS-01,2025-04-08,2,Operator Route,Digester - Operations,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,DIG-ELECTRICAL,Closed,2025-04-08,PM02,Completed,2025-05-10,2025-05-10,2025-05-10,2025-05-10,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,17.21,11101.69,,Fiber Line,Digester,SYS-FL-DIG-DIS,Digester Discharge,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,319,221,0,32,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000947,WO0000575,PLT-FL-DIG-CIR,M-DIG-CIR-01,2025-04-10,2,Planned Inspection,Digester - Inspection,Planned Inspection,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,DIG-LUBRICATION,Closed,2025-04-10,PM02,Completed,2025-04-15,2025-04-16,2025-04-15,2025-04-16,0,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,7.02,3942.94,,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,744,219,0,6,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000948,WO0000576,PLT-RU-UTL-STM,PT-UTL-STM-01,2025-04-10,3,Operator Route,Utilities - Operations,Sensory Route,Pressure response delayed during process change.,IMPULSE_LINE_RESTRICTION,IMPULSE_LINE_RESTRICTION,Instrumentation,,UTL-INSTRUMENTATION,Closed,2025-04-11,PM02,Completed,2025-06-05,2025-06-05,2025-06-05,2025-06-05,1,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,3.25,861.98,,Recovery & Utilities,Utilities,SYS-RU-UTL-STM,Steam Distribution,Pressure Transmitter,A,TRUE,FALSE,FALSE,FALSE,FALSE,630,219,1,56,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000949,WO0000577,PLT-RU-EVA-CIR,M-EVA-CIR-01,2025-04-11,3,Condition Monitoring,Evaporation - Condition Monitoring,Predictive Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Condition Monitoring,,EVA-CONDITION_MONITORING,Closed,2025-04-14,PM02,Completed,2025-05-22,2025-05-22,2025-05-22,2025-05-22,1,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.63,130.69,,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,556,218,3,41,FALSE,R7,7,Defect,MONITOR_CONDITION
N0000950,WO0000578,PLT-RU-EVA-VAC,M-EVA-VAC-01,2025-04-11,1,Breakdown / Corrective,Evaporation - Operations,,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,EVA-ELECTRICAL,Closed,2025-04-12,CM01,Cancelled,2025-04-14,2025-04-14,,,0,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,0.61,156.31,,Recovery & Utilities,Evaporation,SYS-RU-EVA-VAC,Vacuum System,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,478,218,1,,FALSE,R3,3,Fault,CANCELLED
N0000951,WO0000579,PLT-RU-RB-BLF,M-RB-BLF-01,2025-04-11,2,Condition Monitoring,Recovery Boiler - Condition Monitoring,Predictive Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,RB-ELECTRICAL,Closed,2025-04-15,PM02,Completed,2025-05-30,2025-06-01,2025-05-30,2025-06-01,2,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,5.29,1295.15,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,218,4,51,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000952,WO0000580,PLT-FL-DRY-PRS,ROLL-DRY-PRS-01,2025-04-11,3,Condition Monitoring,Drying - Condition Monitoring,Predictive Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,DRY-MECHANICAL,Closed,2025-04-13,PM02,Completed,2025-07-28,2025-07-28,2025-07-28,2025-07-28,4,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,5.35,1914.02,,Fiber Line,Drying,SYS-FL-DRY-PRS,Press Section,Press Roll,A,TRUE,FALSE,FALSE,FALSE,FALSE,418,218,2,108,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000953,,PLT-RU-RB-SBL,XV-RB-SBL-01,2025-04-11,3,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,RB-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.36,254.31,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SBL,Sootblowing,On/Off Valve,B,FALSE,TRUE,TRUE,FALSE,FALSE,414,218,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000954,WO0000581,PLT-FL-BLE-STW,M-BLE-STW-01,2025-04-12,3,Maintenance Sensory Route,Bleaching - Maintenance Route A,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Condition Monitoring,,BLE-CONDITION_MONITORING,Closed,2025-04-13,PM02,Completed,2025-06-02,2025-06-02,2025-06-02,2025-06-02,1,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,4.49,1099.30,,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,217,1,51,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000955,WO0000582,PLT-RU-EVA-CON,M-EVA-CON-01,2025-04-12,3,Operator Route,Evaporation - Operations,Sensory Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,EVA-ELECTRICAL,Closed,2025-04-13,PM02,Completed,2025-06-03,2025-06-04,2025-06-03,2025-06-04,2,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,6.64,1958.64,,Recovery & Utilities,Evaporation,SYS-RU-EVA-CON,Condensate System,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,452,217,1,53,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000956,WO0000583,PLT-FL-DRY-DRS,M-DRY-DRS-01,2025-04-14,1,Operator Report,Drying - Operations,,Oil sample shows elevated contamination.,OIL_CONTAMINATION,OIL_CONTAMINATION,Lubrication,,DRY-LUBRICATION,Closed,2025-04-18,CM01,Completed,2025-04-18,2025-04-19,2025-04-18,2025-04-19,0,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,7.33,3751.92,,Fiber Line,Drying,SYS-FL-DRY-DRS,Dryer Section,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,215,4,5,FALSE,R1,1,Fault,COMPLETED_CORRECTIVE_ACTION
N0000957,WO0000584,PLT-FL-BLE-CHM,P-BLE-CHM-01,2025-04-14,2,Operator Report,Bleaching - Operations,,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Condition Monitoring,Mechanical,BLE-MECHANICAL,Closed,2025-04-18,PM02,Completed,2025-06-02,2025-06-04,2025-06-02,2025-06-04,2,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,3.46,916.95,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Pump,B,TRUE,FALSE,FALSE,FALSE,FALSE,,215,4,51,FALSE,R4,4,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000958,WO0000585,PLT-FL-BLE-CHM,M-BLE-CHM-01,2025-04-15,3,Condition Monitoring,Bleaching - Condition Monitoring,Predictive Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Condition Monitoring,,BLE-CONDITION_MONITORING,Closed,2025-04-15,PM02,Completed,2025-08-05,2025-08-06,2025-08-05,2025-08-06,6,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.95,322.46,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,377,214,0,113,FALSE,R7,7,Defect,MONITOR_CONDITION
N0000959,,PLT-RU-RB-SBL,SBL-RB-SBL-01,2025-04-15,3,Maintenance Sensory Route,Recovery Boiler - Maintenance Route A,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Instrumentation,,RB-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.20,235.28,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SBL,Sootblowing,Sootblower,B,FALSE,TRUE,TRUE,FALSE,FALSE,355,214,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000960,WO0000586,PLT-FL-WSH-SCR,DPIT-WSH-SCR-01,2025-04-17,2,Operator Route,Washing & Screening - Operations,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,WSH-INSTRUMENTATION,Closed,2025-04-22,PM02,Completed,2025-04-26,2025-04-28,2025-04-26,2025-04-28,0,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,5.35,4345.64,,Fiber Line,Washing & Screening,SYS-FL-WSH-SCR,Screening,Differential Pressure Transmitter,C,TRUE,FALSE,FALSE,FALSE,FALSE,363,212,5,11,FALSE,R8,8,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000961,WO0000587,PLT-RU-RB-AIR,DV-RB-AIR-01,2025-04-17,2,Operator Report,Recovery Boiler - Operations,,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,RB-MECHANICAL,Closed,2025-04-18,PM02,Cancelled,2025-04-24,2025-04-24,,,0,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,1.40,250.99,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-AIR,Combustion Air,Damper,A,TRUE,FALSE,FALSE,FALSE,FALSE,,212,1,,FALSE,R2,2,Defect almost failure,CANCELLED
N0000962,WO0000588,PLT-FL-BLE-CHM,M-BLE-CHM-01,2025-04-17,1,Breakdown / Corrective,Bleaching - Operations,,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Condition Monitoring,,BLE-CONDITION_MONITORING,Closed,2025-04-21,CM01,Completed,2025-04-22,2025-04-23,2025-04-22,2025-04-23,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,9.34,6026.99,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,723,212,4,6,FALSE,R3,3,Fault,COMPLETED_CORRECTIVE_ACTION
N0000963,WO0000589,PLT-FL-DIG-CHP,M-DIG-CHP-01,2025-04-18,1,Breakdown / Corrective,Digester - Operations,,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,DIG-ELECTRICAL,Closed,2025-04-19,CM01,Completed,2025-05-14,2025-05-14,2025-05-14,2025-05-14,2,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.81,348.76,,Fiber Line,Digester,SYS-FL-DIG-CHP,Chip Feeding,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,211,1,26,FALSE,R1,1,Fault,MONITOR_CONDITION
N0000964,WO0000590,PLT-RU-EVA-VAC,VAC-EVA-VAC-01,2025-04-19,3,Maintenance Sensory Route,Evaporation - Maintenance Route A,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,EVA-MECHANICAL,Closed,2025-04-19,PM02,Completed,2025-05-09,2025-05-10,2025-05-09,2025-05-10,0,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,7.21,2578.09,,Recovery & Utilities,Evaporation,SYS-RU-EVA-VAC,Vacuum System,Vacuum System,B,TRUE,FALSE,FALSE,FALSE,FALSE,263,210,0,21,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000965,WO0000591,PLT-RU-CAU-REA,M-CAU-REA-01,2025-04-24,2,Condition Monitoring,Causticizing - Condition Monitoring,Predictive Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,CAU-ELECTRICAL,Closed,2025-04-26,PM02,Completed,2025-05-04,2025-05-04,2025-05-04,2025-05-04,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,14.97,9654.28,,Recovery & Utilities,Causticizing,SYS-RU-CAU-REA,Causticizing Reactors,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,382,205,2,10,FALSE,R4,4,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000966,WO0000592,PLT-RU-LIM-LMF,P-LIM-LMF-01,2025-04-24,3,Operator Route,Lime Kiln - Operations,Sensory Route,Leakage at shaft seal.,SEAL_LEAKAGE,SEAL_LEAKAGE,Mechanical,,LIM-MECHANICAL,Closed,2025-04-29,PM02,Completed,2025-06-12,2025-06-13,2025-06-12,2025-06-13,0,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,11.24,8373.66,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,Pump,B,TRUE,FALSE,FALSE,FALSE,FALSE,,205,5,50,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000967,,PLT-RU-LIM-BRN,BRN-LIM-BRN-01,2025-04-25,3,Process Alarm,Lime Kiln - Control Room,Process / Control Monitoring,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Automation,,LIM-AUTOMATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.75,150.58,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-BRN,Burner System,Burner,B,FALSE,TRUE,FALSE,TRUE,FALSE,,204,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000968,,PLT-RU-CAU-LMH,FV-CAU-LMH-01,2025-04-26,3,Planned Inspection,Causticizing - Inspection,Planned Inspection,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Instrumentation,,CAU-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.39,283.19,,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,Control Valve,B,FALSE,TRUE,TRUE,FALSE,FALSE,438,203,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000969,WO0000593,PLT-FL-DIG-BLC,PSHH-DIG-BLC-01,2025-04-26,1,Operator Report,Digester - Operations,,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,Instrumentation,DIG-INSTRUMENTATION,Closed,2025-04-29,CM01,Completed,2025-05-01,2025-05-01,2025-05-01,2025-05-01,0,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,8.90,2626.22,,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,Pressure Switch,A,TRUE,FALSE,FALSE,FALSE,FALSE,182,203,3,5,FALSE,R1,1,Fault,COMPLETED_CORRECTIVE_ACTION
N0000970,WO0000594,PLT-FL-DRY-HYD,PT-DRY-HYD-01,2025-04-27,3,Process Alarm,Drying - Control Room,Process / Control Monitoring,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,DRY-INSTRUMENTATION,Closed,2025-04-27,PM02,Completed,2025-07-12,2025-07-14,2025-07-12,2025-07-14,3,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,8.89,7212.51,,Fiber Line,Drying,SYS-FL-DRY-HYD,Hydraulic System,Pressure Transmitter,B,TRUE,FALSE,FALSE,FALSE,FALSE,398,202,0,78,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000971,,PLT-RU-UTL-AIR,PT-UTL-AIR-01,2025-04-27,3,Operator Route,Utilities - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,UTL-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.71,342.18,,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,Pressure Transmitter,A,FALSE,TRUE,TRUE,FALSE,TRUE,119,202,,,FALSE,R5,5,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
