notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id
N0001005,WO0000613,PLT-FL-DRY-DRS,TT-DRY-DRS-01,2025-05-20,3,Operator Route,Drying - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,Automation,DRY-AUTOMATION,Closed,2025-05-23,PM02,Completed,2025-06-07,2025-06-09,2025-06-07,2025-06-09,0,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.50,1622.17,
N0001006,,PLT-RU-EVA-CON,M-EVA-CON-01,2025-05-22,3,Maintenance Sensory Route,Evaporation - Maintenance Route A,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Condition Monitoring,,EVA-CONDITION_MONITORING,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.76,150.75,
N0001007,,PLT-RU-CAU-GLC,LT-CAU-GLC-01,2025-05-24,3,Operator Route,Causticizing - Operations,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,Automation,CAU-AUTOMATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.35,96.54,
N0001008,WO0000614,PLT-RU-RB-FWS,FV-RB-FWS-01,2025-05-26,2,Maintenance Sensory Route,Recovery Boiler - Maintenance Route A,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,RB-VALVES,Closed,2025-05-29,PM02,Completed,2025-06-14,2025-06-14,2025-06-14,2025-06-14,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.79,204.12,
N0001009,WO0000615,PLT-FL-DIG-BLC,PV-DIG-BLC-01,2025-05-27,2,Planned Inspection,Digester - Inspection,Planned Inspection,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,DIG-VALVES,Closed,2025-06-01,PM02,Completed,2025-06-08,2025-06-10,2025-06-08,2025-06-10,0,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,5.22,3041.41,
N0001010,WO0000616,PLT-RU-EVA-BLF,FV-EVA-BLF-01,2025-05-28,3,Process Alarm,Evaporation - Control Room,Process / Control Monitoring,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,Instrumentation,EVA-INSTRUMENTATION,Closed,2025-05-28,PM02,Completed,2025-07-09,2025-07-11,2025-07-09,2025-07-11,0,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.09,1629.80,
N0001011,WO0000617,PLT-RU-CAU-SLK,M-CAU-SLK-01,2025-05-29,3,Operator Route,Causticizing - Operations,Sensory Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,CAU-ELECTRICAL,Closed,2025-06-01,PM02,Completed,2025-06-28,2025-06-28,2025-06-28,2025-06-28,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,6.57,1939.20,
N0001012,WO0000618,PLT-RU-RB-AIR,M-RB-AIR-01,2025-05-29,3,Operator Route,Recovery Boiler - Operations,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Condition Monitoring,,RB-CONDITION_MONITORING,Closed,2025-05-30,PM02,Completed,2025-06-29,2025-06-30,2025-06-29,2025-06-30,2,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,13.27,8558.55,
N0001013,WO0000619,PLT-FL-DRY-DRS,TT-DRY-DRS-01,2025-05-29,3,Process Alarm,Drying - Control Room,Process / Control Monitoring,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,DRY-INSTRUMENTATION,Closed,2025-05-30,PM02,Completed,2025-07-21,2025-07-21,2025-07-21,2025-07-21,2,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,3.16,931.56,
N0001014,,PLT-FL-DRY-SHT,M-DRY-SHT-01,2025-05-30,3,Operator Route,Drying - Operations,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Condition Monitoring,,DRY-CONDITION_MONITORING,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.90,318.73,
N0001015,WO0000620,PLT-RU-EVA-VAC,M-EVA-VAC-01,2025-05-30,3,Condition Monitoring,Evaporation - Condition Monitoring,Predictive Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,EVA-ELECTRICAL,Closed,2025-05-31,PM02,Completed,2025-07-05,2025-07-06,2025-07-05,2025-07-06,1,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.26,270.86,
N0001016,WO0000621,PLT-RU-RB-BLF,P-RB-BLF-01,2025-05-30,1,Operator Report,Recovery Boiler - Operations,,Oil sample shows elevated contamination.,OIL_CONTAMINATION,OIL_CONTAMINATION,Lubrication,,RB-LUBRICATION,Closed,2025-06-01,CM01,Cancelled,2025-06-02,2025-06-04,,,0,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,0.71,169.30,
N0001017,WO0000622,PLT-FL-DRY-FOR,DRV-DRY-FOR-01,2025-05-31,3,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,Electrical,DRY-ELECTRICAL,Closed,2025-06-05,PM02,Completed,2025-07-31,2025-08-02,2025-07-31,2025-08-02,3,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,9.33,4616.45,
N0001018,WO0000623,PLT-RU-RB-BLF,M-RB-BLF-01,2025-05-31,3,Operator Route,Recovery Boiler - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Condition Monitoring,,RB-CONDITION_MONITORING,Closed,2025-06-01,PM02,Completed,2025-07-09,2025-07-10,2025-07-09,2025-07-10,0,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,29.18,28106.52,
N0001019,WO0000624,PLT-RU-UTL-ELD,MCC-UTL-ELD-01,2025-06-01,3,Planned Inspection,Utilities - Inspection,Planned Inspection,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Automation,,UTL-AUTOMATION,Closed,2025-06-05,PM02,Completed,2025-06-19,2025-06-20,2025-06-19,2025-06-20,0,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Inspected and recorded readings; no component correction performed.,FALSE,0.40,139.94,
N0001020,WO0000625,PLT-RU-CAU-LMH,P-CAU-LMH-01,2025-06-01,3,Operator Route,Causticizing - Operations,Sensory Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Condition Monitoring,,CAU-CONDITION_MONITORING,Closed,2025-06-04,PM02,Completed,2025-07-05,2025-07-05,2025-07-05,2025-07-05,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,23.55,16664.29,
N0001021,WO0000626,PLT-RU-CAU-WLC,P-CAU-WLC-01,2025-06-01,3,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Leakage at shaft seal.,SEAL_LEAKAGE,SEAL_LEAKAGE,Mechanical,,CAU-MECHANICAL,Closed,2025-06-05,PM02,Completed,2025-06-26,2025-06-27,2025-06-26,2025-06-27,0,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,7.10,5290.99,
N0001022,WO0000627,PLT-RU-UTL-ELD,TR-UTL-ELD-01,2025-06-01,3,Operator Route,Utilities - Operations,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,UTL-ELECTRICAL,Closed,2025-06-02,PM02,Completed,2025-07-05,2025-07-05,2025-07-05,2025-07-05,1,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,19.32,18604.19,
N0001023,WO0000628,PLT-RU-RB-SMT,AG-RB-SMT-01,2025-06-02,2,Maintenance Sensory Route,Recovery Boiler - Maintenance Route A,Sensory Route,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,,RB-MECHANICAL,Closed,2025-06-03,PM02,Completed,2025-06-15,2025-06-15,2025-06-15,2025-06-15,0,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,13.34,6602.09,
N0001024,,PLT-FL-DRY-PMF,FT-DRY-PMF-01,2025-06-02,3,Planned Inspection,Drying - Inspection,Planned Inspection,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,DRY-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.64,291.37,
N0001025,,PLT-FL-DIG-CHP,XV-DIG-CHP-01,2025-06-02,3,Planned Inspection,Digester - Inspection,Planned Inspection,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Instrumentation,Valves,DIG-VALVES,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.56,137.01,
N0001026,WO0000629,PLT-FL-BLE-TWR,PV-BLE-TWR-01,2025-06-03,2,Planned Inspection,Bleaching - Inspection,Planned Inspection,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Instrumentation,,BLE-INSTRUMENTATION,Closed,2025-06-05,PM02,Completed,2025-07-10,2025-07-11,2025-07-10,2025-07-11,2,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,5.24,2766.04,
N0001027,WO0000630,PLT-RU-RB-STM,PSHH-RB-STM-01,2025-06-04,3,Operator Route,Recovery Boiler - Operations,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Automation,,RB-AUTOMATION,Closed,2025-06-06,PM02,Completed,2025-07-30,2025-07-31,2025-07-30,2025-07-31,1,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,6.06,4919.98,
N0001028,WO0000631,PLT-FL-BLE-CHM,P-BLE-CHM-01,2025-06-05,2,Condition Monitoring,Bleaching - Condition Monitoring,Predictive Route,Delivered flow below expected operating range.,LOW_FLOW,LOW_FLOW,Mechanical,,BLE-MECHANICAL,Closed,2025-06-10,PM02,Completed,2025-08-28,2025-08-30,2025-08-28,2025-08-30,5,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,9.13,2693.30,
N0001029,,PLT-FL-DIG-CHP,XV-DIG-CHP-01,2025-06-05,3,Operator Report,Digester - Operations,,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,DIG-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.18,203.46,
N0001030,WO0000632,PLT-FL-DIG-BLC,PT-DIG-BLC-01,2025-06-07,3,Planned Inspection,Digester - Inspection,Planned Inspection,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,DIG-INSTRUMENTATION,Closed,2025-06-11,PM02,Completed,2025-07-28,2025-07-30,2025-07-28,2025-07-30,2,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,4.19,3403.38,
N0001031,,PLT-FL-BLE-STW,M-BLE-STW-01,2025-06-11,3,Maintenance Sensory Route,Bleaching - Maintenance Route A,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Condition Monitoring,,BLE-CONDITION_MONITORING,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.86,179.37,
N0001032,WO0000633,PLT-FL-BLE-DOS,FV-BLE-DOS-01,2025-06-12,3,Maintenance Sensory Route,Bleaching - Maintenance Route A,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,BLE-VALVES,Closed,2025-06-14,PM02,Completed,2025-08-01,2025-08-01,2025-08-01,2025-08-01,1,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.33,122.90,
N0001033,WO0000634,PLT-FL-DIG-DIS,M-DIG-DIS-01,2025-06-13,3,Condition Monitoring,Digester - Condition Monitoring,Predictive Route,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,DIG-LUBRICATION,Closed,2025-06-18,PM02,Completed,2025-09-02,2025-09-04,2025-09-02,2025-09-04,4,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,7.97,4478.52,
N0001034,WO0000635,PLT-FL-DIG-IMP,M-DIG-IMP-01,2025-06-13,2,Operator Route,Digester - Operations,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Condition Monitoring,,DIG-CONDITION_MONITORING,Closed,2025-06-15,PM02,Completed,2025-07-10,2025-07-10,2025-07-10,2025-07-10,1,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,4.61,1129.38,
N0001035,,PLT-FL-DIG-CHP,XV-DIG-CHP-01,2025-06-13,3,Planned Inspection,Digester - Inspection,Planned Inspection,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,DIG-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.42,289.28,
N0001036,WO0000636,PLT-RU-UTL-PWT,FT-UTL-PWT-01,2025-06-14,3,Planned Inspection,Utilities - Inspection,Planned Inspection,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,UTL-INSTRUMENTATION,Closed,2025-06-18,PM02,Completed,2025-08-28,2025-08-29,2025-08-28,2025-08-29,5,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,3.24,956.47,
N0001037,WO0000637,PLT-FL-DRY-PRS,HY-DRY-PRS-01,2025-06-14,2,Operator Report,Drying - Operations,,Hydraulic header pressure oscillates under steady demand.,HYD_PRESS_INSTABILITY,HYD_PRESS_INSTABILITY,Mechanical,,DRY-MECHANICAL,Closed,2025-06-16,PM02,Completed,2025-07-09,2025-07-09,2025-07-09,2025-07-09,1,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,9.98,8216.05,
N0001038,,PLT-RU-RB-SBL,XV-RB-SBL-01,2025-06-15,3,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,RB-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.71,136.62,
N0001039,WO0000638,PLT-FL-WSH-FIL,LT-WSH-FIL-01,2025-06-20,1,Breakdown / Corrective,Washing & Screening - Operations,,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,WSH-INSTRUMENTATION,Closed,2025-06-25,CM01,Completed,2025-06-25,2025-06-26,2025-06-25,2025-06-26,0,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,7.64,6201.08,
N0001040,WO0000639,PLT-RU-CAU-REA,M-CAU-REA-01,2025-06-21,2,Condition Monitoring,Causticizing - Condition Monitoring,Predictive Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Condition Monitoring,,CAU-CONDITION_MONITORING,Closed,2025-06-22,PM02,Completed,2025-07-05,2025-07-07,2025-07-05,2025-07-07,0,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,4.69,1149.56,
N0001041,WO0000640,PLT-RU-LIM-BRN,BRN-LIM-BRN-01,2025-06-22,3,Maintenance Sensory Route,Lime Kiln - Maintenance Route A,Sensory Route,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,LIM-MECHANICAL,Closed,2025-06-27,PM02,Completed,2025-09-08,2025-09-09,2025-09-08,2025-09-09,3,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,12.28,3867.03,
N0001042,WO0000641,PLT-FL-DRY-DRS,FAN-DRY-DRS-01,2025-06-23,2,Process Alarm,Drying - Control Room,Process / Control Monitoring,Fan bearing vibration trending above baseline.,FAN_BEARING_VIBRATION,FAN_BEARING_VIBRATION,Mechanical,,DRY-MECHANICAL,Closed,2025-06-24,PM02,Completed,2025-07-18,2025-07-18,2025-07-18,2025-07-18,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,27.69,22012.06,
N0001043,WO0000642,PLT-FL-DRY-FOR,M-DRY-FOR-01,2025-06-26,2,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Lubricant level below normal mark.,LOW_LUBE_LEVEL,LOW_LUBE_LEVEL,Lubrication,,DRY-LUBRICATION,Closed,2025-06-28,PM02,Completed,2025-07-14,2025-07-16,2025-07-14,2025-07-16,0,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,2.13,1055.39,
N0001044,WO0000643,PLT-FL-BLE-DOS,FV-BLE-DOS-01,2025-06-28,3,Operator Report,Bleaching - Operations,,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,BLE-VALVES,Closed,2025-06-28,PM02,Completed,2025-08-06,2025-08-07,2025-08-06,2025-08-07,2,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,4.72,1510.29,
N0001045,WO0000644,PLT-FL-BLE-TWR,LT-BLE-TWR-01,2025-06-28,3,Operator Route,Bleaching - Operations,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,BLE-INSTRUMENTATION,Closed,2025-06-28,PM02,Completed,2025-08-04,2025-08-04,2025-08-04,2025-08-04,2,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,2.60,767.30,
N0001046,WO0000645,PLT-RU-UTL-AIR,CMP-UTL-AIR-01,2025-06-29,2,Planned Inspection,Utilities - Inspection,Planned Inspection,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,,UTL-MECHANICAL,Closed,2025-07-01,PM02,Completed,2025-07-28,2025-07-30,2025-07-28,2025-07-30,1,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,13.45,6658.02,
N0001047,WO0000646,PLT-FL-DRY-FOR,P-DRY-FOR-01,2025-06-29,2,Operator Route,Drying - Operations,Sensory Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,DRY-MECHANICAL,Closed,2025-06-29,PM02,Completed,2025-07-02,2025-07-02,2025-07-02,2025-07-02,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,19.72,14130.22,
N0001048,,PLT-RU-RB-FWS,PT-RB-FWS-01,2025-06-30,2,Operator Report,Recovery Boiler - Operations,,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,RB-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.67,189.77,
N0001049,,PLT-RU-EVA-CIR,PV-EVA-CIR-01,2025-06-30,1,Breakdown / Corrective,Evaporation - Operations,,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,EVA-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.54,128.30,
N0001050,,PLT-RU-RB-STM,PV-RB-STM-01,2025-07-01,3,Operator Route,Recovery Boiler - Operations,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Instrumentation,Valves,RB-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.48,300.05,
N0001051,,PLT-RU-LIM-DRV,GB-LIM-DRV-01,2025-07-02,2,Operator Route,Lime Kiln - Operations,Sensory Route,Gearbox oil temperature above normal trend.,GEARBOX_OVERHEATING,GEARBOX_OVERHEATING,Mechanical,,LIM-MECHANICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.40,241.15,
N0001052,WO0000647,PLT-FL-BLE-CHM,AG-BLE-CHM-01,2025-07-03,3,Condition Monitoring,Bleaching - Condition Monitoring,Predictive Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,BLE-MECHANICAL,Closed,2025-07-06,PM02,Completed,2025-07-31,2025-08-01,2025-07-31,2025-08-01,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,16.27,11656.81,
N0001053,WO0000648,PLT-RU-UTL-BFW,M-UTL-BFW-01,2025-07-05,3,Condition Monitoring,Utilities - Condition Monitoring,Predictive Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,UTL-ELECTRICAL,Closed,2025-07-08,PM02,Completed,2025-09-11,2025-09-12,2025-09-11,2025-09-12,3,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,17.32,11168.83,
N0001054,WO0000649,PLT-RU-UTL-AIR,DRY-UTL-AIR-01,2025-07-06,3,Operator Route,Utilities - Operations,Sensory Route,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,UTL-MECHANICAL,Closed,2025-07-07,PM02,Completed,2025-09-08,2025-09-09,2025-09-08,2025-09-09,3,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,7.53,2371.36,
N0001055,,PLT-FL-DRY-PMF,FT-DRY-PMF-01,2025-07-08,2,Process Alarm,Drying - Control Room,Process / Control Monitoring,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,DRY-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.49,264.08,
N0001056,WO0000650,PLT-RU-RB-SBL,SBL-RB-SBL-01,2025-07-09,2,Operator Route,Recovery Boiler - Operations,Sensory Route,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,RB-MECHANICAL,Closed,2025-07-14,PM02,Completed,2025-08-05,2025-08-05,2025-08-05,2025-08-05,1,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,12.37,3895.27,
N0001057,WO0000651,PLT-RU-LIM-DRV,DRV-LIM-DRV-01,2025-07-11,1,Breakdown / Corrective,Lime Kiln - Operations,,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,LIM-MECHANICAL,Closed,2025-07-14,CM01,Completed,2025-07-27,2025-07-29,2025-07-27,2025-07-29,1,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.30,267.50,
N0001058,,PLT-RU-CAU-REA,AG-CAU-REA-01,2025-07-13,3,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,Lubrication,CAU-LUBRICATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.14,240.06,
N0001059,WO0000652,PLT-FL-DRY-FOR,PT-DRY-FOR-01,2025-07-13,3,Operator Route,Drying - Operations,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,DRY-INSTRUMENTATION,Closed,2025-07-15,PM02,Completed,2025-08-10,2025-08-12,2025-08-10,2025-08-12,1,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,4.11,3335.26,
N0001060,WO0000653,PLT-RU-LIM-IDF,DV-LIM-IDF-01,2025-07-14,2,Operator Route,Lime Kiln - Operations,Sensory Route,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,LIM-MECHANICAL,Closed,2025-07-15,PM02,Completed,2025-08-16,2025-08-16,2025-08-16,2025-08-16,1,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,11.20,3528.02,
